time,sensor,PM2.5,PM10
2020-06-07 03:01:14,sds011_38CF,15.5,22.4
2020-06-07 03:02:25,sds011_38CF,16.1,22.9
2020-06-07 03:03:36,sds011_38CF,15.5,21.4
2020-06-07 03:04:48,sds011_38CF,15.6,21.9
2020-06-07 03:05:59,sds011_38CF,15.7,20.2
2020-06-07 03:07:10,sds011_38CF,15.0,18.9
2020-06-07 03:08:22,sds011_38CF,16.2,26.4
2020-06-07 03:09:33,sds011_38CF,15.0,21.7
2020-06-07 03:10:44,sds011_38CF,15.7,22.3
2020-06-07 03:11:55,sds011_38CF,14.9,20.3
2020-06-07 03:13:07,sds011_38CF,14.4,19.9
2020-06-07 03:14:18,sds011_38CF,14.4,22.1
2020-06-07 03:15:29,sds011_38CF,15.2,23.3
2020-06-07 03:16:41,sds011_38CF,14.4,22.4
2020-06-07 03:17:52,sds011_38CF,13.9,21.3
2020-06-07 03:19:03,sds011_38CF,13.6,20.6
2020-06-07 03:20:14,sds011_38CF,13.7,21.1
2020-06-07 03:21:26,sds011_38CF,13.9,19.4
2020-06-07 03:22:37,sds011_38CF,13.5,17.7
2020-06-07 03:23:40,sds011_38CF,13.3,19.4
2020-06-07 03:24:52,sds011_38CF,13.5,21.2
2020-06-07 03:26:30,sds011_38CF,12.8,17.8
2020-06-07 03:27:41,sds011_38CF,13.6,20.7
2020-06-07 03:28:53,sds011_38CF,13.5,17.2
2020-06-07 03:30:04,sds011_38CF,13.7,17.6
2020-06-07 03:31:27,sds011_38CF,13.6,19.7
2020-06-07 03:32:39,sds011_38CF,13.3,20.6
2020-06-07 03:33:42,sds011_38CF,13.4,18.6
2020-06-07 03:34:53,sds011_38CF,12.5,17.7
2020-06-07 03:35:57,sds011_38CF,12.7,16.3
2020-06-07 03:37:08,sds011_38CF,12.6,18.1
2020-06-07 03:38:19,sds011_38CF,12.2,18.1
2020-06-07 03:39:31,sds011_38CF,11.7,18.7
2020-06-07 03:40:42,sds011_38CF,11.9,15.6
2020-06-07 03:41:53,sds011_38CF,12.2,17.5
2020-06-07 03:43:05,sds011_38CF,11.9,16.2
2020-06-07 03:44:16,sds011_38CF,11.6,15.8
2020-06-07 03:45:27,sds011_38CF,11.9,18.1
2020-06-07 03:46:39,sds011_38CF,11.2,15.7
2020-06-07 03:47:42,sds011_38CF,11.9,18.3
2020-06-07 03:48:53,sds011_38CF,12.0,20.4
2020-06-07 03:50:05,sds011_38CF,12.0,16.6
2020-06-07 03:51:16,sds011_38CF,11.7,16.2
2020-06-07 03:52:27,sds011_38CF,11.4,19.9
2020-06-07 03:53:38,sds011_38CF,11.8,17.4
2020-06-07 03:54:50,sds011_38CF,12.6,22.8
2020-06-07 03:56:01,sds011_38CF,11.4,20.3
2020-06-07 03:57:12,sds011_38CF,11.5,18.5
2020-06-07 03:58:24,sds011_38CF,11.4,18.3
2020-06-07 03:59:35,sds011_38CF,11.5,17.1
2020-06-07 04:00:46,sds011_38CF,11.2,17.4
2020-06-07 04:01:58,sds011_38CF,11.4,18.1
2020-06-07 04:03:10,sds011_38CF,12.2,22.0
2020-06-07 04:04:21,sds011_38CF,10.6,12.5
2020-06-07 04:05:33,sds011_38CF,11.0,19.7
2020-06-07 04:06:44,sds011_38CF,11.2,15.8
2020-06-07 04:07:55,sds011_38CF,10.9,17.2
2020-06-07 04:09:07,sds011_38CF,11.6,19.3
